region,countrycode,countryname,characteristic,incomegroup,year,share_b40,share_t60
ECA,IRL,Ireland,GEN:      female,High income,2016,0.4079674,0.5920326
ECA,IRL,Ireland,EDU: no eduation,High income,2016,,
ECA,IRL,Ireland,EDU:     primary,High income,2016,0.4108105,0.5891895
ECA,IRL,Ireland,RUR:       urban,High income,2016,0.4034534,0.5965466
ECA,IRL,Ireland,EDU:   secondary,High income,2016,0.4300061,0.5699939
ECA,IRL,Ireland,EDU:     teriary,High income,2016,0.2690978,0.7309022
ECA,IRL,Ireland,AGE:     15 - 64,High income,2016,0.3932683,0.6067318
MNA,IRN,"Iran, Islamic Rep.",RUR:       rural,Upper-middle income,2017,0.6868187,0.3131813
MNA,IRN,"Iran, Islamic Rep.",EDU:     primary,Upper-middle income,2017,0.4833473,0.5166527
MNA,IRN,"Iran, Islamic Rep.",GEN:        male,Upper-middle income,2017,0.398107,0.601893
MNA,IRN,"Iran, Islamic Rep.",EDU:     teriary,Upper-middle income,2017,0.1532262,0.8467738
MNA,IRN,"Iran, Islamic Rep.",AGE:      0 - 14,Upper-middle income,2017,0.5125448,0.4874552
MNA,IRN,"Iran, Islamic Rep.",EDU: no eduation,Upper-middle income,2017,0.5504625,0.4495375
MNA,IRN,"Iran, Islamic Rep.",EDU:   secondary,Upper-middle income,2017,0.3396771,0.660323
MNA,IRN,"Iran, Islamic Rep.",RUR:       urban,Upper-middle income,2017,0.302278,0.697722
MNA,IRN,"Iran, Islamic Rep.",AGE:     15 - 64,Upper-middle income,2017,0.3717448,0.6282552
MNA,IRN,"Iran, Islamic Rep.",AGE:    above 64,Upper-middle income,2017,0.3375973,0.6624027
MNA,IRN,"Iran, Islamic Rep.",GEN:      female,Upper-middle income,2017,0.4018899,0.5981101
MNA,IRQ,Iraq,GEN:        male,Upper-middle income,2012,0.3969351,0.6030649
MNA,IRQ,Iraq,EDU:     primary,Upper-middle income,2012,0.4103606,0.5896394
MNA,IRQ,Iraq,EDU:     teriary,Upper-middle income,2012,0.1370418,0.8629583
MNA,IRQ,Iraq,RUR:       rural,Upper-middle income,2012,0.5520756,0.4479244
MNA,IRQ,Iraq,EDU: no eduation,Upper-middle income,2012,0.4786195,0.5213804
MNA,IRQ,Iraq,RUR:       urban,Upper-middle income,2012,0.3297768,0.6702232
MNA,IRQ,Iraq,GEN:      female,Upper-middle income,2012,0.4030221,0.5969779
MNA,IRQ,Iraq,AGE:    above 64,Upper-middle income,2012,0.2818474,0.7181525
MNA,IRQ,Iraq,AGE:     15 - 64,Upper-middle income,2012,0.3562215,0.6437786
MNA,IRQ,Iraq,EDU:   secondary,Upper-middle income,2012,0.2544015,0.7455985
MNA,IRQ,Iraq,AGE:      0 - 14,Upper-middle income,2012,0.4691035,0.5308965
ECA,ISL,Iceland,EDU:     teriary,High income,2015,0.30291,0.69709
ECA,ISL,Iceland,EDU:   secondary,High income,2015,0.3277009,0.6722991
ECA,ISL,Iceland,AGE:     15 - 64,High income,2015,0.3604451,0.6395549
ECA,ISL,Iceland,AGE:    above 64,High income,2015,0.1795229,0.8204771
ECA,ISL,Iceland,EDU: no eduation,High income,2015,,
ECA,ISL,Iceland,RUR:       rural,High income,2015,0.4095998,0.5904002
ECA,ISL,Iceland,RUR:       urban,High income,2015,0.3976357,0.6023643
ECA,ISL,Iceland,EDU:     primary,High income,2015,0.4292946,0.5707054
ECA,ISL,Iceland,GEN:      female,High income,2015,0.4065634,0.5934365
ECA,ISL,Iceland,AGE:      0 - 14,High income,2015,0.7038894,0.2961106
ECA,ISL,Iceland,GEN:        male,High income,2015,0.3924293,0.6075707
ECA,ITA,Italy,EDU:   secondary,High income,2017,0.4031437,0.5968563
ECA,ITA,Italy,GEN:        male,High income,2017,0.3963237,0.6036763
ECA,ITA,Italy,AGE:    above 64,High income,2017,0.2596375,0.7403625
ECA,ITA,Italy,AGE:     15 - 64,High income,2017,0.4105403,0.5894597
ECA,ITA,Italy,GEN:      female,High income,2017,0.4022532,0.5977468
ECA,ITA,Italy,RUR:       rural,High income,2017,0.4262693,0.5737306
ECA,ITA,Italy,RUR:       urban,High income,2017,0.3906225,0.6093775
ECA,ITA,Italy,AGE:      0 - 14,High income,2017,0.6050866,0.3949134
ECA,ITA,Italy,EDU:     primary,High income,2017,0.3610698,0.6389301
ECA,ITA,Italy,EDU: no eduation,High income,2017,0.4403803,0.5596197
ECA,ITA,Italy,EDU:     teriary,High income,2017,0.1928599,0.8071401
MNA,JOR,Jordan,RUR:       rural,Upper-middle income,2010,0.5088904,0.4911096
MNA,JOR,Jordan,GEN:        male,Upper-middle income,2010,0.3965645,0.6034355
MNA,JOR,Jordan,EDU:     primary,Upper-middle income,2010,0.4096523,0.5903477
MNA,JOR,Jordan,AGE:      0 - 14,Upper-middle income,2010,0.522741,0.477259
MNA,JOR,Jordan,RUR:       urban,Upper-middle income,2010,0.3770321,0.6229679
MNA,JOR,Jordan,AGE:     15 - 64,Upper-middle income,2010,0.3464093,0.6535907
MNA,JOR,Jordan,EDU:   secondary,Upper-middle income,2010,0.3860025,0.6139975
MNA,JOR,Jordan,EDU:     teriary,Upper-middle income,2010,0.1673498,0.8326502
MNA,JOR,Jordan,GEN:      female,Upper-middle income,2010,0.4034168,0.5965832
MNA,JOR,Jordan,AGE:    above 64,Upper-middle income,2010,0.2023294,0.7976707
MNA,JOR,Jordan,EDU: no eduation,Upper-middle income,2010,0.4009106,0.5990894
ECA,KAZ,Kazakhstan,AGE:      0 - 14,Upper-middle income,2017,0.5420749,0.4579251
ECA,KAZ,Kazakhstan,EDU:   secondary,Upper-middle income,2017,0.3838316,0.6161684
ECA,KAZ,Kazakhstan,GEN:      female,Upper-middle income,2017,0.3843904,0.6156096
ECA,KAZ,Kazakhstan,RUR:       rural,Upper-middle income,2017,0.5140295,0.4859705
ECA,KAZ,Kazakhstan,AGE:     15 - 64,Upper-middle income,2017,0.3622895,0.6377106
ECA,KAZ,Kazakhstan,RUR:       urban,Upper-middle income,2017,0.314689,0.685311
ECA,KAZ,Kazakhstan,AGE:    above 64,Upper-middle income,2017,0.2266956,0.7733044
ECA,KAZ,Kazakhstan,EDU:     primary,Upper-middle income,2017,0.4989391,0.5010609
ECA,KAZ,Kazakhstan,EDU:     teriary,Upper-middle income,2017,0.2429632,0.7570368
ECA,KAZ,Kazakhstan,GEN:        male,Upper-middle income,2017,0.4183221,0.5816779
ECA,KAZ,Kazakhstan,EDU: no eduation,Upper-middle income,2017,0.2607864,0.7392136
SSA,KEN,Kenya,GEN:      female,Lower-middle income,2015,0.4048855,0.5951145
SSA,KEN,Kenya,EDU:     teriary,Lower-middle income,2015,0.0556069,0.9443931
SSA,KEN,Kenya,AGE:      0 - 14,Lower-middle income,2015,0.4946925,0.5053075
SSA,KEN,Kenya,RUR:       urban,Lower-middle income,2015,0.1844798,0.8155202
SSA,KEN,Kenya,RUR:       rural,Lower-middle income,2015,0.5201861,0.479814
SSA,KEN,Kenya,EDU:     primary,Lower-middle income,2015,0.4235535,0.5764465
SSA,KEN,Kenya,EDU: no eduation,Lower-middle income,2015,0.5705371,0.4294629
SSA,KEN,Kenya,AGE:     15 - 64,Lower-middle income,2015,0.3316557,0.6683443
SSA,KEN,Kenya,EDU:   secondary,Lower-middle income,2015,0.2330345,0.7669655
SSA,KEN,Kenya,AGE:    above 64,Lower-middle income,2015,0.3701023,0.6298977
SSA,KEN,Kenya,GEN:        male,Lower-middle income,2015,0.394968,0.605032
ECA,KGZ,Kyrgyz Republic,AGE:      0 - 14,Lower-middle income,2018,0.4914664,0.5085337
ECA,KGZ,Kyrgyz Republic,EDU:     primary,Lower-middle income,2018,0.4320088,0.5679913
ECA,KGZ,Kyrgyz Republic,EDU: no eduation,Lower-middle income,2018,0.495962,0.504038
ECA,KGZ,Kyrgyz Republic,AGE:     15 - 64,Lower-middle income,2018,0.3578363,0.6421637
ECA,KGZ,Kyrgyz Republic,AGE:    above 64,Lower-middle income,2018,0.3077885,0.6922116
ECA,KGZ,Kyrgyz Republic,RUR:       urban,Lower-middle income,2018,0.3323022,0.6676978
ECA,KGZ,Kyrgyz Republic,EDU:     teriary,Lower-middle income,2018,0.2455923,0.7544076
ECA,KGZ,Kyrgyz Republic,RUR:       rural,Lower-middle income,2018,0.4370182,0.5629818
ECA,KGZ,Kyrgyz Republic,GEN:      female,Lower-middle income,2018,0.3991537,0.60084630000000006
ECA,KGZ,Kyrgyz Republic,GEN:        male,Lower-middle income,2018,0.4009425,0.5990574
ECA,KGZ,Kyrgyz Republic,EDU:   secondary,Lower-middle income,2018,0.3722936,0.6277064
EAP,KIR,Kiribati,AGE:    above 64,Lower-middle income,2006,0.4052176,0.5947824
EAP,KIR,Kiribati,GEN:      female,Lower-middle income,2006,0.3968486,0.6031514
EAP,KIR,Kiribati,EDU: no eduation,Lower-middle income,2006,0.4055949,0.5944051
EAP,KIR,Kiribati,EDU:   secondary,Lower-middle income,2006,0.3756834,0.6243166
EAP,KIR,Kiribati,EDU:     primary,Lower-middle income,2006,0.3917282,0.6082718
EAP,KIR,Kiribati,EDU:     teriary,Lower-middle income,2006,,0.7276604
EAP,KIR,Kiribati,AGE:     15 - 64,Lower-middle income,2006,0.3823641,0.6176359
EAP,KIR,Kiribati,GEN:        male,Lower-middle income,2006,0.4030474,0.59695260000000006
EAP,KIR,Kiribati,RUR:       urban,Lower-middle income,2006,0.4630305,0.5369695
EAP,KIR,Kiribati,RUR:       rural,Lower-middle income,2006,0.3472255,0.6527745
EAP,KIR,Kiribati,AGE:      0 - 14,Lower-middle income,2006,0.4263016,0.5736984
EAP,LAO,Lao PDR,AGE:      0 - 14,Lower-middle income,2012,0.4900329,0.5099671
EAP,LAO,Lao PDR,AGE:     15 - 64,Lower-middle income,2012,0.355815,0.6441849
EAP,LAO,Lao PDR,RUR:       rural,Lower-middle income,2012,0.4748803,0.5251197
EAP,LAO,Lao PDR,RUR:       urban,Lower-middle income,2012,0.2150963,0.7849037
EAP,LAO,Lao PDR,AGE:    above 64,Lower-middle income,2012,0.3813152,0.6186848
EAP,LAO,Lao PDR,GEN:      female,Lower-middle income,2012,0.3971388,0.6028612
EAP,LAO,Lao PDR,EDU:     primary,Lower-middle income,2012,0.3982502,0.6017498
EAP,LAO,Lao PDR,EDU:     teriary,Lower-middle income,2012,0.112467,0.8875331
EAP,LAO,Lao PDR,EDU:   secondary,Lower-middle income,2012,0.2233348,0.7766653
EAP,LAO,Lao PDR,GEN:        male,Lower-middle income,2012,0.4028963,0.5971037
EAP,LAO,Lao PDR,EDU: no eduation,Lower-middle income,2012,0.5541702,0.4458298
MNA,LBN,Lebanon,AGE:     15 - 64,Upper-middle income,2011,0.3833351,0.6166649
MNA,LBN,Lebanon,EDU:     teriary,Upper-middle income,2011,0.2123938,0.7876062
MNA,LBN,Lebanon,AGE:      0 - 14,Upper-middle income,2011,0.5265913,0.4734087
MNA,LBN,Lebanon,EDU: no eduation,Upper-middle income,2011,0.4620405,0.5379595
MNA,LBN,Lebanon,EDU:     primary,Upper-middle income,2011,0.4902509,0.5097492
MNA,LBN,Lebanon,GEN:        male,Upper-middle income,2011,0.4113074,0.5886926
MNA,LBN,Lebanon,RUR:       rural,Upper-middle income,2011,,
MNA,LBN,Lebanon,GEN:      female,Upper-middle income,2011,0.3896916,0.6103084
MNA,LBN,Lebanon,RUR:       urban,Upper-middle income,2011,,
MNA,LBN,Lebanon,AGE:    above 64,Upper-middle income,2011,0.25667450000000003,0.7433255
MNA,LBN,Lebanon,EDU:   secondary,Upper-middle income,2011,0.3486763,0.6513237
SSA,LBR,Liberia,RUR:       urban,Low income,2016,0.2037821,0.7962179
SSA,LBR,Liberia,EDU:     teriary,Low income,2016,0.0345888,0.9654112
SSA,LBR,Liberia,AGE:    above 64,Low income,2016,0.4715543,0.5284457
SSA,LBR,Liberia,AGE:      0 - 14,Low income,2016,0.458671,0.541329
SSA,LBR,Liberia,EDU:   secondary,Low income,2016,0.2146213,0.7853788
SSA,LBR,Liberia,EDU: no eduation,Low income,2016,0.511278,0.488722
SSA,LBR,Liberia,EDU:     primary,Low income,2016,0.4282182,0.5717819
SSA,LBR,Liberia,GEN:      female,Low income,2016,0.3944846,0.6055154
SSA,LBR,Liberia,GEN:        male,Low income,2016,0.4056997,0.5943003
SSA,LBR,Liberia,RUR:       rural,Low income,2016,0.6270275,0.3729725
SSA,LBR,Liberia,AGE:     15 - 64,Low income,2016,0.3467512,0.6532487
SAR,LKA,Sri Lanka,EDU:   secondary,Upper-middle income,2016,0.3440042,0.6559958
SAR,LKA,Sri Lanka,EDU: no eduation,Upper-middle income,2016,0.6365892,0.3634107
SAR,LKA,Sri Lanka,AGE:     15 - 64,Upper-middle income,2016,0.3793212,0.6206788
SAR,LKA,Sri Lanka,AGE:      0 - 14,Upper-middle income,2016,0.4597349,0.5402651
SAR,LKA,Sri Lanka,AGE:    above 64,Upper-middle income,2016,0.3825141,0.6174859
SAR,LKA,Sri Lanka,RUR:       rural,Upper-middle income,2016,0.4322755,0.5677245
SAR,LKA,Sri Lanka,EDU:     teriary,Upper-middle income,2016,0.0657017,0.9342983
SAR,LKA,Sri Lanka,GEN:      female,Upper-middle income,2016,0.3989113,0.6010887
SAR,LKA,Sri Lanka,RUR:       urban,Upper-middle income,2016,0.2468933,0.7531067
SAR,LKA,Sri Lanka,GEN:        male,Upper-middle income,2016,0.4012154,0.5987846
SAR,LKA,Sri Lanka,EDU:     primary,Upper-middle income,2016,0.5408027,0.4591974
SSA,LSO,Lesotho,AGE:    above 64,Lower-middle income,2017,0.4244741,0.5755259
SSA,LSO,Lesotho,GEN:        male,Lower-middle income,2017,0.3935424,0.6064576
SSA,LSO,Lesotho,EDU: no eduation,Lower-middle income,2017,0.2252685,0.7747315
SSA,LSO,Lesotho,RUR:       rural,Lower-middle income,2017,0.5017264,0.4982736
SSA,LSO,Lesotho,AGE:     15 - 64,Lower-middle income,2017,0.3477674,0.6522326
SSA,LSO,Lesotho,RUR:       urban,Lower-middle income,2017,0.2037789,0.7962211
SSA,LSO,Lesotho,EDU:     primary,Lower-middle income,2017,0.4408036,0.5591964
SSA,LSO,Lesotho,GEN:      female,Lower-middle income,2017,0.4060143,0.5939857
SSA,LSO,Lesotho,AGE:      0 - 14,Lower-middle income,2017,0.4882846,0.5117154
SSA,LSO,Lesotho,EDU:   secondary,Lower-middle income,2017,0.2648812,0.7351189
SSA,LSO,Lesotho,EDU:     teriary,Lower-middle income,2017,0.0471238,0.9528763
ECA,LTU,Lithuania,EDU: no eduation,High income,2017,0.583373,0.416627
ECA,LTU,Lithuania,EDU:   secondary,High income,2017,0.4926969,0.5073031
ECA,LTU,Lithuania,GEN:      female,High income,2017,0.4065916,0.5934084
ECA,LTU,Lithuania,EDU:     primary,High income,2017,0.6007631,0.3992369
ECA,LTU,Lithuania,RUR:       rural,High income,2017,0.50547,0.49453
ECA,LTU,Lithuania,AGE:    above 64,High income,2017,0.4853597,0.5146403
ECA,LTU,Lithuania,AGE:      0 - 14,High income,2017,0.5116173,0.4883827
ECA,LTU,Lithuania,EDU:     teriary,High income,2017,0.266934,0.733066
ECA,LTU,Lithuania,AGE:     15 - 64,High income,2017,0.3473124,0.6526876
ECA,LTU,Lithuania,RUR:       urban,High income,2017,0.2739085,0.7260915
ECA,LTU,Lithuania,GEN:        male,High income,2017,0.3914069,0.6085931
ECA,LUX,Luxembourg,AGE:      0 - 14,High income,2017,0.6106859,0.3893141
ECA,LUX,Luxembourg,EDU: no eduation,High income,2017,,
ECA,LUX,Luxembourg,GEN:        male,High income,2017,0.3826102,0.6173898
ECA,LUX,Luxembourg,RUR:       urban,High income,2017,0.4296594,0.5703406
ECA,LUX,Luxembourg,RUR:       rural,High income,2017,0.3527085,0.6472914
ECA,LUX,Luxembourg,AGE:    above 64,High income,2017,0.1774511,0.8225489
ECA,LUX,Luxembourg,EDU:   secondary,High income,2017,0.3930378,0.6069622
ECA,LUX,Luxembourg,GEN:      female,High income,2017,0.4146961,0.5853038
ECA,LUX,Luxembourg,EDU:     primary,High income,2017,0.4966862,0.5033138
ECA,LUX,Luxembourg,AGE:     15 - 64,High income,2017,0.4031593,0.5968407
ECA,LUX,Luxembourg,EDU:     teriary,High income,2017,0.2129181,0.787082
ECA,LVA,Latvia,AGE:      0 - 14,High income,2017,0.4568316,0.5431684
ECA,LVA,Latvia,RUR:       urban,High income,2017,0.3555455,0.6444545
ECA,LVA,Latvia,EDU:   secondary,High income,2017,0.4781554,0.5218446
ECA,LVA,Latvia,EDU:     primary,High income,2017,0.7518802,0.2481198
ECA,LVA,Latvia,AGE:     15 - 64,High income,2017,0.3335532,0.6664468
ECA,LVA,Latvia,EDU:     teriary,High income,2017,0.2338152,0.7661848
ECA,LVA,Latvia,GEN:      female,High income,2017,0.4161972,0.5838028
ECA,LVA,Latvia,GEN:        male,High income,2017,0.3783381,0.6216619
ECA,LVA,Latvia,AGE:    above 64,High income,2017,0.5557646,0.4442354
ECA,LVA,Latvia,RUR:       rural,High income,2017,0.4720046,0.5279955
ECA,LVA,Latvia,EDU: no eduation,High income,2017,0.8289618,0.1710381
MNA,MAR,Morocco,AGE:     15 - 64,Lower-middle income,2013,0.3740329,0.6259671
MNA,MAR,Morocco,EDU:   secondary,Lower-middle income,2013,0.2674128,0.7325872
MNA,MAR,Morocco,RUR:       rural,Lower-middle income,2013,0.6020542,0.3979458
MNA,MAR,Morocco,EDU:     teriary,Lower-middle income,2013,0.1169105,0.8830894
MNA,MAR,Morocco,EDU: no eduation,Lower-middle income,2013,0.4770874,0.5229126
MNA,MAR,Morocco,AGE:    above 64,Lower-middle income,2013,0.3235988,0.6764013
MNA,MAR,Morocco,EDU:     primary,Lower-middle income,2013,0.4042676,0.5957324
MNA,MAR,Morocco,AGE:      0 - 14,Lower-middle income,2013,0.4796179,0.5203821
MNA,MAR,Morocco,GEN:        male,Lower-middle income,2013,0.4028162,0.5971838
MNA,MAR,Morocco,RUR:       urban,Lower-middle income,2013,0.2651466,0.7348534
MNA,MAR,Morocco,GEN:      female,Lower-middle income,2013,0.3973058,0.6026942
ECA,MDA,Moldova,GEN:        male,Lower-middle income,2018,0.4145922,0.5854078
ECA,MDA,Moldova,EDU:     primary,Lower-middle income,2018,0.6125816,0.3874184
ECA,MDA,Moldova,AGE:    above 64,Lower-middle income,2018,0.3829409,0.6170591
ECA,MDA,Moldova,AGE:      0 - 14,Lower-middle income,2018,0.5164137,0.4835863
ECA,MDA,Moldova,GEN:      female,Lower-middle income,2018,0.3878394,0.6121606
ECA,MDA,Moldova,EDU: no eduation,Lower-middle income,2018,,
ECA,MDA,Moldova,AGE:     15 - 64,Lower-middle income,2018,0.3734458,0.6265542
ECA,MDA,Moldova,RUR:       urban,Lower-middle income,2018,0.2610328,0.7389672
ECA,MDA,Moldova,RUR:       rural,Lower-middle income,2018,0.5079712,0.4920288
ECA,MDA,Moldova,EDU:   secondary,Lower-middle income,2018,0.4729027,0.5270972
ECA,MDA,Moldova,EDU:     teriary,Lower-middle income,2018,0.2818291,0.7181708
SSA,MDG,Madagascar,RUR:       rural,Low income,2012,0.4584326,0.5415674
SSA,MDG,Madagascar,AGE:    above 64,Low income,2012,0.3074197,0.6925803
SSA,MDG,Madagascar,GEN:        male,Low income,2012,0.3960026,0.6039974
SSA,MDG,Madagascar,EDU:   secondary,Low income,2012,0.1833169,0.8166831
SSA,MDG,Madagascar,GEN:      female,Low income,2012,0.4039179,0.5960821
SSA,MDG,Madagascar,EDU:     teriary,Low income,2012,,0.9851194
SSA,MDG,Madagascar,EDU:     primary,Low income,2012,0.5277815,0.4722185
SSA,MDG,Madagascar,EDU: no eduation,Low income,2012,0.535211,0.4647891
SSA,MDG,Madagascar,AGE:      0 - 14,Low income,2012,0.4813479,0.5186521
SSA,MDG,Madagascar,AGE:     15 - 64,Low income,2012,0.3299246,0.6700754
SSA,MDG,Madagascar,RUR:       urban,Low income,2012,0.1135966,0.8864034
SAR,MDV,Maldives,EDU:     primary,Upper-middle income,2016,0.4236438,0.5763562
SAR,MDV,Maldives,GEN:      female,Upper-middle income,2016,0.4009177,0.5990823
SAR,MDV,Maldives,GEN:        male,Upper-middle income,2016,0.3989737,0.6010263
SAR,MDV,Maldives,AGE:     15 - 64,Upper-middle income,2016,0.3712486,0.6287514
SAR,MDV,Maldives,AGE:    above 64,Upper-middle income,2016,0.3969009,0.603099
SAR,MDV,Maldives,EDU:   secondary,Upper-middle income,2016,0.3391937,0.6608064
SAR,MDV,Maldives,EDU:     teriary,Upper-middle income,2016,0.3734799,0.62652
SAR,MDV,Maldives,RUR:       rural,Upper-middle income,2016,0.5797811,0.420219
SAR,MDV,Maldives,EDU: no eduation,Upper-middle income,2016,0.4977047,0.5022953
SAR,MDV,Maldives,AGE:      0 - 14,Upper-middle income,2016,0.4662284,0.5337716
SAR,MDV,Maldives,RUR:       urban,Upper-middle income,2016,0.15048,0.84952
LAC,MEX,Mexico,EDU:   secondary,Upper-middle income,2018,0.3776108,0.6223892
LAC,MEX,Mexico,AGE:    above 64,Upper-middle income,2018,0.3456346,0.6543654
LAC,MEX,Mexico,RUR:       rural,Upper-middle income,2018,0.6011698,0.3988302
LAC,MEX,Mexico,GEN:        male,Upper-middle income,2018,0.3928206,0.6071794
LAC,MEX,Mexico,EDU: no eduation,Upper-middle income,2018,0.604323,0.395677
LAC,MEX,Mexico,AGE:      0 - 14,Upper-middle income,2018,0.5456647,0.4543353
LAC,MEX,Mexico,GEN:      female,Upper-middle income,2018,0.4067506,0.5932494
LAC,MEX,Mexico,RUR:       urban,Upper-middle income,2018,0.335589,0.6644111
LAC,MEX,Mexico,EDU:     primary,Upper-middle income,2018,0.5046021,0.4953979
LAC,MEX,Mexico,AGE:     15 - 64,Upper-middle income,2018,0.3494507,0.6505493
LAC,MEX,Mexico,EDU:     teriary,Upper-middle income,2018,0.1120014,0.8879986
ECA,MKD,North Macedonia,EDU:     teriary,Upper-middle income,2016,0.1341245,0.8658755
ECA,MKD,North Macedonia,RUR:       urban,Upper-middle income,2016,0.3218768,0.6781232
ECA,MKD,North Macedonia,GEN:      female,Upper-middle income,2016,0.3948811,0.6051189
ECA,MKD,North Macedonia,EDU:     primary,Upper-middle income,2016,0.5378081,0.4621919
ECA,MKD,North Macedonia,EDU:   secondary,Upper-middle income,2016,0.3852108,0.6147892
ECA,MKD,North Macedonia,AGE:     15 - 64,Upper-middle income,2016,0.3824465,0.6175535
ECA,MKD,North Macedonia,AGE:    above 64,Upper-middle income,2016,0.2654154,0.7345846
ECA,MKD,North Macedonia,RUR:       rural,Upper-middle income,2016,0.486001,0.5139989
ECA,MKD,North Macedonia,AGE:      0 - 14,Upper-middle income,2016,0.5612525,0.4387475
ECA,MKD,North Macedonia,EDU: no eduation,Upper-middle income,2016,0.6517266,0.3482734
ECA,MKD,North Macedonia,GEN:        male,Upper-middle income,2016,0.4044172,0.5955828
SSA,MLI,Mali,GEN:        male,Low income,2009,0.3972088,0.6027912
SSA,MLI,Mali,EDU:   secondary,Low income,2009,0.1353687,0.8646312
SSA,MLI,Mali,AGE:    above 64,Low income,2009,0.4185622,0.5814378
SSA,MLI,Mali,AGE:      0 - 14,Low income,2009,0.437769,0.562231
SSA,MLI,Mali,RUR:       rural,Low income,2009,0.4889301,0.5110699
SSA,MLI,Mali,RUR:       urban,Low income,2009,0.0842584,0.9157416
SSA,MLI,Mali,EDU:     teriary,Low income,2009,,0.9782943
SSA,MLI,Mali,AGE:     15 - 64,Low income,2009,0.3598088,0.6401913
SSA,MLI,Mali,EDU: no eduation,Low income,2009,,
SSA,MLI,Mali,EDU:     primary,Low income,2009,0.2959782,0.7040218
SSA,MLI,Mali,GEN:      female,Low income,2009,0.4026117,0.5973883
MNA,MLT,Malta,AGE:     15 - 64,High income,2017,0.3590285,0.6409715
MNA,MLT,Malta,EDU:     teriary,High income,2017,0.1657433,0.8342566
MNA,MLT,Malta,EDU: no eduation,High income,2017,0.5783664,0.4216336
MNA,MLT,Malta,GEN:        male,High income,2017,0.3829958,0.6170043
MNA,MLT,Malta,EDU:   secondary,High income,2017,0.4138743,0.5861257
MNA,MLT,Malta,EDU:     primary,High income,2017,0.5098307,0.4901693
MNA,MLT,Malta,GEN:      female,High income,2017,0.4173699,0.58263
MNA,MLT,Malta,RUR:       rural,High income,2017,,
MNA,MLT,Malta,AGE:      0 - 14,High income,2017,0.5618773,0.4381227
MNA,MLT,Malta,AGE:    above 64,High income,2017,0.4272098,0.5727902
MNA,MLT,Malta,RUR:       urban,High income,2017,0.3999233,0.6000767
EAP,MMR,Myanmar,EDU: no eduation,Lower-middle income,2015,0.5205718,0.4794282
EAP,MMR,Myanmar,AGE:    above 64,Lower-middle income,2015,0.3121655,0.6878344
EAP,MMR,Myanmar,EDU:     primary,Lower-middle income,2015,0.3944407,0.6055593
EAP,MMR,Myanmar,GEN:        male,Lower-middle income,2015,0.4078374,0.5921626
EAP,MMR,Myanmar,EDU:     teriary,Lower-middle income,2015,0.0930163,0.9069837
EAP,MMR,Myanmar,AGE:      0 - 14,Lower-middle income,2015,0.5045,0.4955
EAP,MMR,Myanmar,GEN:      female,Lower-middle income,2015,0.3930178,0.6069822
EAP,MMR,Myanmar,RUR:       urban,Lower-middle income,2015,0.1884985,0.8115016
EAP,MMR,Myanmar,AGE:     15 - 64,Lower-middle income,2015,0.3613968,0.6386032
EAP,MMR,Myanmar,EDU:   secondary,Lower-middle income,2015,0.2278096,0.7721904
EAP,MMR,Myanmar,RUR:       rural,Lower-middle income,2015,0.481048,0.518952
ECA,MNE,Montenegro,AGE:      0 - 14,Upper-middle income,2015,0.5501918,0.4498082
ECA,MNE,Montenegro,EDU: no eduation,Upper-middle income,2015,0.5844586,0.4155413
ECA,MNE,Montenegro,EDU:     primary,Upper-middle income,2015,0.4976606,0.5023394
ECA,MNE,Montenegro,AGE:    above 64,Upper-middle income,2015,0.2494503,0.7505497
ECA,MNE,Montenegro,GEN:      female,Upper-middle income,2015,0.3944893,0.6055107
ECA,MNE,Montenegro,RUR:       rural,Upper-middle income,2015,0.523859,0.476141
ECA,MNE,Montenegro,EDU:     teriary,Upper-middle income,2015,0.1670931,0.8329069
ECA,MNE,Montenegro,GEN:        male,Upper-middle income,2015,0.4052852,0.5947148
ECA,MNE,Montenegro,AGE:     15 - 64,Upper-middle income,2015,0.3921046,0.6078954
ECA,MNE,Montenegro,EDU:   secondary,Upper-middle income,2015,0.4072096,0.5927904
ECA,MNE,Montenegro,RUR:       urban,Upper-middle income,2015,0.3313093,0.6686907
EAP,MNG,Mongolia,EDU:     teriary,Lower-middle income,2016,0.1648652,0.8351348
EAP,MNG,Mongolia,EDU:   secondary,Lower-middle income,2016,0.4533417,0.5466583
EAP,MNG,Mongolia,AGE:      0 - 14,Lower-middle income,2016,0.5056263,0.4943737
EAP,MNG,Mongolia,GEN:      female,Lower-middle income,2016,0.4013636,0.5986364
EAP,MNG,Mongolia,AGE:    above 64,Lower-middle income,2016,0.2235352,0.7764649
EAP,MNG,Mongolia,AGE:     15 - 64,Lower-middle income,2016,0.3625143,0.6374857
EAP,MNG,Mongolia,EDU:     primary,Lower-middle income,2016,0.4848522,0.5151477
EAP,MNG,Mongolia,RUR:       rural,Lower-middle income,2016,0.4678102,0.5321898
EAP,MNG,Mongolia,RUR:       urban,Lower-middle income,2016,0.3678134,0.6321866
EAP,MNG,Mongolia,GEN:        male,Lower-middle income,2016,0.3984946,0.6015054
EAP,MNG,Mongolia,EDU: no eduation,Lower-middle income,2016,0.5989878,0.4010122
SSA,MOZ,Mozambique,AGE:      0 - 14,Low income,2014,0.4562531,0.5437468
SSA,MOZ,Mozambique,AGE:    above 64,Low income,2014,0.335637,0.664363
