B40,FCV,IDA,Number of Records,B40_T60,T60,code,Countryname,Datetime,Filename,incomegroup,Maxyear,nWLD,Np190,Np320,Np550,P190,P320,P550,Precase,Region,Survname,Welftype,Year
0.4183221,0,0,1,0.719164507,0.5816779,KAZ,Kazakhstan,24may2020 10:18:14,KAZ_2017_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2017,1,0.9999161,0.996543,0.9321737,,0.0034569,0.0678263,GEN:        male,ECA,HBS,CONS,2017
0.2607864,0,0,1,0.352788964,0.7392136,KAZ,Kazakhstan,24may2020 10:18:14,KAZ_2017_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2017,1,1,1,0.968756,,,,EDU: no eduation,ECA,HBS,CONS,2017
0.4048855,0,1,1,0.680348908,0.5951145,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6243014,0.3262409,0.1264594,0.3756986,0.6737591,0.8735406,GEN:      female,SSA,IHBS,CONS,2015
0.0556069,0,1,1,0.058881095,0.9443931,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9517202,0.8070577,0.5303285,0.0482798,0.1929422,0.4696715,EDU:     teriary,SSA,IHBS,CONS,2015
0.4946925,0,1,1,0.978992989,0.5053075,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.5360872,0.2335456,0.0658713,0.4639128,0.7664544,0.9341288,AGE:      0 - 14,SSA,IHBS,CONS,2015
0.1844798,0,1,1,0.226211196,0.8155202,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.8335221,0.5680432,0.2738433,0.1664778,0.4319568,0.7261568,RUR:       urban,SSA,IHBS,CONS,2015
0.5201861,0,1,1,1.084141146,0.479814,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.5152675,0.2049982,0.0557116,0.4847325,0.7950017,0.9442884,RUR:       rural,SSA,IHBS,CONS,2015
0.4235535,0,1,1,0.734766366,0.5764465,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6095136,0.2885608,0.0959115,0.3904864,0.7114392,0.9040885,EDU:     primary,SSA,IHBS,CONS,2015
0.5705371,0,1,1,1.328489842,0.4294629,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.46303,0.1916234,0.0548272,0.53697,0.8083766,0.9451728,EDU: no eduation,SSA,IHBS,CONS,2015
0.3316557,0,1,1,0.496234800,0.6683443,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6965846,0.40996,0.1846204,0.3034154,0.59004,0.8153796,AGE:     15 - 64,SSA,IHBS,CONS,2015
0.2330345,0,1,1,0.303839612,0.7669655,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.7928878,0.4935849,0.2125567,0.2071122,0.5064151,0.7874433,EDU:   secondary,SSA,IHBS,CONS,2015
0.3701023,0,1,1,0.587559377,0.6298977,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6565844,0.3446922,0.132666,0.3434156,0.6553078,0.867334,AGE:    above 64,SSA,IHBS,CONS,2015
0.394968,0,1,1,0.652805141,0.605032,KEN,Kenya,24may2020 10:18:14,KEN_2015_IHBS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6342559,0.3439512,0.1413545,0.3657441,0.6560488,0.8586455,GEN:        male,SSA,IHBS,CONS,2015
0.4914664,0,1,1,0.966438212,0.5085337,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9921192,0.8557086,0.3519653,0.0078808,0.1442914,0.6480346,AGE:      0 - 14,ECA,KIHS,CONS,2018
0.4320088,0,1,1,0.760590523,0.5679913,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9984111,0.8805594,0.4233905,,0.1194406,0.5766095,EDU:     primary,ECA,KIHS,CONS,2018
0.495962,0,1,1,0.983977399,0.504038,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9932768,0.9113393,0.3357401,,,0.6642599,EDU: no eduation,ECA,KIHS,CONS,2018
0.3578363,0,1,1,0.557235328,0.6421637,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9952127,0.907469,0.4963881,0.0047873,0.092531,0.5036119,AGE:     15 - 64,ECA,KIHS,CONS,2018
0.3077885,0,1,1,0.444645106,0.6922116,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.997377,0.9227344,0.5639578,,0.0772656,0.4360422,AGE:    above 64,ECA,KIHS,CONS,2018
0.3323022,0,1,1,0.497683533,0.6676978,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9976463,0.9204465,0.5322427,0.0023537,0.0795536,0.4677573,RUR:       urban,ECA,KIHS,CONS,2018
0.2455923,0,1,1,0.325543247,0.7544076,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9967666,0.9478649,0.6101094,,0.0521351,0.3898905,EDU:     teriary,ECA,KIHS,CONS,2018
0.4370182,0,1,1,0.776256355,0.5629818,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9924728,0.8746974,0.4076458,0.0075272,0.1253026,0.5923542,RUR:       rural,ECA,KIHS,CONS,2018
0.3991537,0,1,1,0.664319145,0.6008463,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9942635,0.8888041,0.454612,0.0057365,0.1111959,0.545388,GEN:      female,ECA,KIHS,CONS,2018
0.4009425,0,1,1,0.669288953,0.5990574,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9943447,0.8931874,0.4484273,0.0056553,0.1068126,0.5515726,GEN:        male,ECA,KIHS,CONS,2018
0.3722936,0,1,1,0.593101488,0.6277064,KGZ,Kyrgyz Republic,24may2020 10:18:14,KGZ_2018_KIHS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2018,1,0.9951584,0.9014986,0.4835817,0.0048416,0.0985014,0.5164183,EDU:   secondary,ECA,KIHS,CONS,2018
0.4052176,1,1,1,0.681287140,0.5947824,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8535436,0.6564715,0.293634,0.1464564,0.3435285,0.706366,AGE:    above 64,EAP,HIES,CONS,2006
0.3968486,1,1,1,0.657958516,0.6031514,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.872857,0.6555269,0.3038186,0.127143,0.344473,0.6961814,GEN:      female,EAP,HIES,CONS,2006
0.4055949,1,1,1,0.682354340,0.5944051,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8606365,0.6622778,0.289353,0.1393635,0.3377222,0.710647,EDU: no eduation,EAP,HIES,CONS,2006
0.3756834,1,1,1,0.601751419,0.6243166,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.9004929,0.684517,0.3356607,0.0995071,0.315483,0.6643394,EDU:   secondary,EAP,HIES,CONS,2006
0.3917282,1,1,1,0.644001908,0.6082718,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8539439,0.649964,0.3029498,0.1460561,0.350036,0.6970502,EDU:     primary,EAP,HIES,CONS,2006
,1,1,1,,0.7276604,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8923689,0.752122,0.5088973,,,,EDU:     teriary,EAP,HIES,CONS,2006
0.3823641,1,1,1,0.619076870,0.6176359,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8795124,0.6705102,0.324562,0.1204876,0.3294898,0.675438,AGE:     15 - 64,EAP,HIES,CONS,2006
0.4030474,1,1,1,0.675174880,0.5969526,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8697276,0.6524146,0.3081152,0.1302725,0.3475854,0.6918848,GEN:        male,EAP,HIES,CONS,2006
0.4630305,1,1,1,0.862303166,0.5369695,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.8684708,0.5974625,0.2540598,0.1315292,0.4025375,0.7459403,RUR:       urban,EAP,HIES,CONS,2006
0.3472255,1,1,1,0.531922586,0.6527745,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.873675,0.7011775,0.3492679,0.126325,0.2988225,0.6507321,RUR:       rural,EAP,HIES,CONS,2006
0.4263016,1,1,1,0.743076153,0.5736984,KIR,Kiribati,24may2020 10:18:14,KIR_2006_HIES_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2006,1,0.860492,0.6284087,0.2786337,0.139508,0.3715913,0.7213663,AGE:      0 - 14,EAP,HIES,CONS,2006
0.4900329,0,1,1,0.960910812,0.5099671,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.7214043,0.3434175,0.1073821,0.2785957,0.6565825,0.8926179,AGE:      0 - 14,EAP,LECS,CONS,2012
0.355815,0,1,1,0.552349178,0.6441849,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.8199075,0.4760474,0.1808811,0.1800925,0.5239526,0.8191189,AGE:     15 - 64,EAP,LECS,CONS,2012
0.4748803,0,1,1,0.904327718,0.5251197,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.7383709,0.3535726,0.0995239,0.2616291,0.6464274,0.9004762,RUR:       rural,EAP,LECS,CONS,2012
0.2150963,0,1,1,0.274041644,0.7849037,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.9089751,0.626408,0.2967128,0.0910249,0.373592,0.7032872,RUR:       urban,EAP,LECS,CONS,2012
0.3813152,0,1,1,0.616331935,0.6186848,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.8026558,0.4470437,0.1597181,0.1973442,0.5529562,0.8402818,AGE:    above 64,EAP,LECS,CONS,2012
0.3971388,0,1,1,0.658756609,0.6028612,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.7885435,0.4356304,0.1600049,0.2114565,0.5643696,0.8399951,GEN:      female,EAP,LECS,CONS,2012
0.3982502,0,1,1,0.661820245,0.6017498,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.8014191,0.4225664,0.1351946,0.1985809,0.5774336,0.8648054,EDU:     primary,EAP,LECS,CONS,2012
0.112467,0,1,1,0.126718654,0.8875331,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.9543566,0.7834703,0.4563007,0.0456434,0.2165296,0.5436993,EDU:     teriary,EAP,LECS,CONS,2012
0.2233348,0,1,1,0.287556042,0.7766653,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.9080272,0.6099237,0.2576351,0.0919728,0.3900764,0.7423649,EDU:   secondary,EAP,LECS,CONS,2012
0.4028963,0,1,1,0.674750969,0.5971037,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.7865431,0.4287542,0.1526625,0.2134569,0.5712458,0.8473375,GEN:        male,EAP,LECS,CONS,2012
0.5541702,0,1,1,1.243008431,0.4458298,LAO,Lao PDR,24may2020 10:18:14,LAO_2012_LECS_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2012,1,0.6713269,0.2775164,0.0707479,0.3286731,0.7224836,0.9292521,EDU: no eduation,EAP,LECS,CONS,2012
0.3833351,1,0,1,0.621626267,0.6166649,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,0.9995874,0.9832054,,,0.0167946,AGE:     15 - 64,MNA,HBS,CONS,2011
0.2123938,1,0,1,0.269670046,0.7876062,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,1,0.9996964,,,,EDU:     teriary,MNA,HBS,CONS,2011
0.5265913,1,0,1,1.112339718,0.4734087,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,0.9984486,0.9753768,,,0.0246232,AGE:      0 - 14,MNA,HBS,CONS,2011
0.4620405,1,0,1,0.858875993,0.5379595,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,0.9990875,0.9844797,,,0.0155203,EDU: no eduation,MNA,HBS,CONS,2011
0.4902509,1,0,1,0.961749229,0.5097492,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,1,0.9578905,,,0.0421095,EDU:     primary,MNA,HBS,CONS,2011
0.4113074,1,0,1,0.698679413,0.5886926,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,0.9995329,0.9811677,,,0.0188324,GEN:        male,MNA,HBS,CONS,2011
,1,0,1,,,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,,,,,,,RUR:       rural,MNA,HBS,CONS,2011
0.3896916,1,0,1,0.638515872,0.6103084,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,0.9992578,0.985001,,,0.014999,GEN:      female,MNA,HBS,CONS,2011
,1,0,1,,,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,,,,,,,RUR:       urban,MNA,HBS,CONS,2011
0.2566745,1,0,1,0.345305657,0.7433255,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,1,0.9980145,,,,AGE:    above 64,MNA,HBS,CONS,2011
0.3486763,1,0,1,0.535334888,0.6513237,LBN,Lebanon,24may2020 10:18:14,LBN_2011_HBS_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2011,1,1,0.9994796,0.9905503,,,,EDU:   secondary,MNA,HBS,CONS,2011
0.2037821,1,1,1,0.255937602,0.7962179,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.7588768,0.3966261,0.1191096,0.2411232,0.6033739,0.8808904,RUR:       urban,SSA,HIES,CONS,2016
0.0345888,1,1,1,0.035828049,0.9654112,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.9481136,0.7722124,0.3844855,0.0518864,0.2277876,0.6155145,EDU:     teriary,SSA,HIES,CONS,2016
0.4715543,1,1,1,0.892342014,0.5284457,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.4691716,0.1350232,,0.5308284,0.8649768,0.9614343,AGE:    above 64,SSA,HIES,CONS,2016
0.458671,1,1,1,0.847305428,0.541329,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.4928423,0.1844907,0.0419255,0.5071577,0.8155093,0.9580745,AGE:      0 - 14,SSA,HIES,CONS,2016
0.2146213,1,1,1,0.273271064,0.7853788,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.7496544,0.4184411,0.1285107,0.2503456,0.5815588,0.8714893,EDU:   secondary,SSA,HIES,CONS,2016
0.511278,1,1,1,1.046153028,0.488722,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.443574,0.1376663,0.0246488,0.556426,0.8623337,0.9753512,EDU: no eduation,SSA,HIES,CONS,2016
0.4282182,1,1,1,0.748918775,0.5717819,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.5171974,0.1819777,0.0409137,0.4828025,0.8180223,0.9590863,EDU:     primary,SSA,HIES,CONS,2016
0.3944846,1,1,1,0.651485660,0.6055154,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.5601391,0.2423223,0.0613488,0.4398609,0.7576777,0.9386513,GEN:      female,SSA,HIES,CONS,2016
0.4056997,1,1,1,0.682651010,0.5943003,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.5510517,0.2454473,0.0756776,0.4489483,0.7545527,0.9243224,GEN:        male,SSA,HIES,CONS,2016
0.6270275,1,1,1,1.681162820,0.3729725,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.3205566,0.0671203,0.0095878,0.6794434,0.9328797,0.9904122,RUR:       rural,SSA,HIES,CONS,2016
0.3467512,1,1,1,0.530810394,0.6532487,LBR,Liberia,24may2020 10:18:14,LBR_2016_HIES_V01_M_V05_A_GMD_ALL.DTA,Low income,2016,1,0.6132075,0.2996209,0.0921629,0.3867926,0.7003791,0.9078371,AGE:     15 - 64,SSA,HIES,CONS,2016
0.3440042,0,0,1,0.524400004,0.6559958,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9937975,0.919185,0.6393179,0.0062024,0.080815,0.3606821,EDU:   secondary,SAR,HIES,CONS,2016
0.6365892,0,0,1,1.751707366,0.3634107,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.974196,0.7421917,0.3502294,0.025804,0.2578083,0.6497706,EDU: no eduation,SAR,HIES,CONS,2016
0.3793212,0,0,1,0.611139288,0.6206788,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9918786,0.902323,0.6040445,0.0081214,0.097677,0.3959555,AGE:     15 - 64,SAR,HIES,CONS,2016
0.4597349,0,0,1,0.850943176,0.5402651,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9869862,0.8649535,0.5239908,0.0130138,0.1350465,0.4760092,AGE:      0 - 14,SAR,HIES,CONS,2016
0.3825141,0,0,1,0.619470177,0.6174859,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9921663,0.8947268,0.6002012,0.0078337,0.1052732,0.3997988,AGE:    above 64,SAR,HIES,CONS,2016
0.4322755,0,0,1,0.761417730,0.5677245,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9895011,0.8793488,0.55059,0.010499,0.1206513,0.44941,RUR:       rural,SAR,HIES,CONS,2016
0.0657017,0,0,1,0.070321973,0.9342983,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9994344,0.9903453,0.9297615,,,0.0702385,EDU:     teriary,SAR,HIES,CONS,2016
0.3989113,0,0,1,0.663647977,0.6010887,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9909211,0.8915044,0.5847151,0.0090789,0.1084956,0.4152849,GEN:      female,SAR,HIES,CONS,2016
0.2468933,0,0,1,0.327833095,0.7531067,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9962229,0.9524306,0.738975,0.0037771,0.0475694,0.261025,RUR:       urban,SAR,HIES,CONS,2016
0.4012154,0,0,1,0.670049631,0.5987846,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9903883,0.8927261,0.581903,0.0096116,0.1072739,0.418097,GEN:        male,SAR,HIES,CONS,2016
0.5408027,0,0,1,1.177712896,0.4591974,LKA,Sri Lanka,24may2020 10:18:14,LKA_2016_HIES_V01_M_V02_A_GMD_ALL.DTA,Upper-middle income,2016,1,0.9856834,0.8384126,0.4392367,0.0143166,0.1615873,0.5607634,EDU:     primary,SAR,HIES,CONS,2016
0.4244741,0,1,1,0.737541264,0.5755259,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.7103808,0.4502933,0.1898529,0.2896192,0.5497068,0.810147,AGE:    above 64,SSA,CMSHBS,CONS,2017
0.3935424,0,1,1,0.648919892,0.6064576,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.7244194,0.5047089,0.2704668,0.2755806,0.4952911,0.7295332,GEN:        male,SSA,CMSHBS,CONS,2017
0.2252685,0,1,1,0.290769770,0.7747315,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.8314871,0.7224494,0.5224801,0.1685129,0.2775506,0.4775199,EDU: no eduation,SSA,CMSHBS,CONS,2017
0.5017264,0,1,1,1.006929526,0.4982736,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.6457889,0.3872113,0.1717425,0.3542111,0.6127887,0.8282575,RUR:       rural,SSA,CMSHBS,CONS,2017
0.3477674,0,1,1,0.533195366,0.6522326,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.7625295,0.5542101,0.3175853,0.2374705,0.4457898,0.6824147,AGE:     15 - 64,SSA,CMSHBS,CONS,2017
0.2037789,0,1,1,0.255932554,0.7962211,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.8681551,0.7073094,0.4402437,0.1318449,0.2926906,0.5597563,RUR:       urban,SSA,CMSHBS,CONS,2017
0.4408036,0,1,1,0.788280468,0.5591964,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.6938357,0.4382222,0.1984007,0.3061643,0.5617778,0.8015993,EDU:     primary,SSA,CMSHBS,CONS,2017
0.4060143,0,1,1,0.683542213,0.5939857,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.719223,0.4888288,0.2568761,0.280777,0.5111712,0.7431239,GEN:      female,SSA,CMSHBS,CONS,2017
0.4882846,0,1,1,0.954211267,0.5117154,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.6510907,0.402932,0.1819321,0.3489093,0.5970681,0.8180679,AGE:      0 - 14,SSA,CMSHBS,CONS,2017
0.2648812,0,1,1,0.360324296,0.7351189,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.835685,0.6462743,0.3864413,0.164315,0.3537257,0.6135587,EDU:   secondary,SSA,CMSHBS,CONS,2017
0.0471238,0,1,1,0.049454268,0.9528763,LSO,Lesotho,24may2020 10:18:14,LSO_2017_CMSHBS_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2017,1,0.9832443,0.911495,0.7224327,0.0167557,0.088505,0.2775673,EDU:     teriary,SSA,CMSHBS,CONS,2017
0.583373,0,0,1,1.400228502,0.416627,LTU,Lithuania,24may2020 10:18:14,LTU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,High income,2017,1,1,1,0.9890546,,,,EDU: no eduation,ECA,EU-SILC,Unknown,2017
0.4926969,0,0,1,0.971208140,0.5073031,LTU,Lithuania,24may2020 10:18:14,LTU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,High income,2017,1,0.9871685,0.9819475,0.9515987,0.0128315,0.0180525,0.0484013,EDU:   secondary,ECA,EU-SILC,Unknown,2017
0.4065916,0,0,1,0.685180055,0.5934084,LTU,Lithuania,24may2020 10:18:14,LTU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,High income,2017,1,0.9889404,0.9838361,0.9629411,0.0110597,0.0161639,0.0370589,GEN:      female,ECA,EU-SILC,Unknown,2017
0.6007631,0,0,1,1.504778491,0.3992369,LTU,Lithuania,24may2020 10:18:14,LTU_2018_EU-SILC_V01_M_V01_A_GMD_ALL.DTA,High income,2017,1,0.9956927,0.9951465,0.9724312,,,,EDU:     primary,ECA,EU-SILC,Unknown,2017
