countrycode,year,percentile_value,coverage,percentile,datatype,decile_within_percentile,countryname,region
RUS,2002,3.690779,N,10,consumption,8,Russian Federation,ECA
BGR,2002,3.859403,N,10,consumption,8,Bulgaria,ECA
EST,2002,4.05612,N,10,consumption,8,Estonia,ECA
LTU,2002,4.080607,N,10,consumption,8,Lithuania,ECA
LVA,2002,4.740835,N,10,consumption,8,Latvia,ECA
URY,2002,4.778443,N,10,income,8,Uruguay,LAC
TTO,2002,4.8366,N,10,income,8,Trinidad and Tobago,LAC
AZE,2002,4.991333,N,10,consumption,8,Azerbaijan,ECA
MNE,2002,5.069896,N,10,consumption,8,Montenegro,ECA
POL,2002,5.202261,N,10,consumption,8,Poland,ECA
SYC,2002,5.362677,N,10,consumption,8,Seychelles,SSA
SRB,2002,5.671539,N,10,consumption,8,Serbia,ECA
BIH,2002,6.771902,N,10,consumption,8,Bosnia and Herzegovina,ECA
HUN,2002,7.247487,N,10,consumption,8,Hungary,ECA
SVK,2002,7.637585,N,10,income,9,Slovak Republic,ECA
ISR,2002,8.235778,N,10,income,9,Israel,OHI
LBN,2002,8.313684,N,10,consumption,9,Lebanon,MNA
PRT,2002,8.948868,N,10,income,9,Portugal,OHI
HRV,2002,9.708589,N,10,consumption,9,Croatia,ECA
GRC,2002,10.33768,N,10,income,9,Greece,OHI
CZE,2002,10.72561,N,10,income,9,Czech Republic,ECA
SVN,2002,10.98389,N,10,consumption,9,Slovenia,ECA
KOR,2002,12.81418,N,10,income,9,Korea,OHI
ITA,2002,13.12368,N,10,income,9,Italy,OHI
MLT,2002,13.14873,N,10,income,9,Malta,OHI
JPN,2002,13.16557,N,10,income,9,Japan,OHI
ESP,2002,13.88161,N,10,income,9,Spain,OHI
GBR,2002,14.36664,N,10,income,9,United Kingdom,OHI
AUS,2002,15.65755,N,10,income,9,Australia,OHI
IRL,2002,16.91941,N,10,income,9,Ireland,OHI
CYP,2002,17.22262,N,10,income,9,Cyprus,OHI
CAN,2002,17.85477,N,10,income,10,Canada,OHI
FRA,2002,18.01166,N,10,income,10,France,OHI
USA,2002,18.48523,N,10,income,10,United States,OHI
FIN,2002,19.82831,N,10,income,10,Finland,OHI
SWE,2002,20.18671,N,10,income,10,Sweden,OHI
TWN,2002,20.46232,N,10,income,10,,
ISL,2002,21.42725,N,10,income,10,Iceland,OHI
BEL,2002,21.55153,N,10,income,10,Belgium,OHI
AUT,2002,21.95049,N,10,income,10,Austria,OHI
DEU,2002,22.71761,N,10,income,10,Germany,OHI
NLD,2002,23.17955,N,10,income,10,Netherlands,OHI
NOR,2002,25.90716,N,10,income,10,Norway,OHI
DNK,2002,25.99092,N,10,income,10,Denmark,OHI
CHE,2002,26.9759,N,10,income,10,Switzerland,OHI
LUX,2002,28.98874,N,10,income,10,Luxembourg,OHI
ARE,2002,64.50141,N,10,income,10,,
SLE,2002,0.002611107,N,20,consumption,1,Sierra Leone,SSA
CAF,2002,0.1983576,N,20,consumption,1,Central African Republic,SSA
COD,2002,0.2726839,N,20,consumption,1,Congo,SSA
MOZ,2002,0.4669657,N,20,consumption,1,Mozambique,SSA
BDI,2002,0.511482,N,20,consumption,1,Burundi,SSA
NER,2002,0.5417606,N,20,consumption,1,Niger,SSA
MDG,2002,0.5602838,N,20,consumption,1,Madagascar,SSA
HTI,2002,0.5693715,N,20,income,1,Haiti,LAC
TZA,2002,0.6557333,N,20,consumption,1,Tanzania,SSA
LSO,2002,0.668732,N,20,consumption,1,Lesotho,SSA
RWA,2002,0.6942139,N,20,consumption,1,Rwanda,SSA
GMB,2002,0.6964029,N,20,consumption,1,Gambia,SSA
NGA,2002,0.7355591,N,20,consumption,1,Nigeria,SSA
BFA,2002,0.7482322,N,20,consumption,1,Burkina Faso,SSA
PNG,2002,0.7577948,N,20,consumption,1,Papua New Guinea,EAP
TCD,2002,0.7762753,N,20,consumption,1,Chad,SSA
MWI,2002,0.8605618,N,20,consumption,1,Malawi,SSA
COG,2002,0.8853508,N,20,consumption,2,Congo,SSA
UGA,2002,0.9062213,N,20,consumption,2,Uganda,SSA
MLI,2002,0.9227335,N,20,consumption,2,Mali,SSA
MMR,2002,0.9315063,N,20,consumption,2,Myanmar,EAP
SLB,2002,1.029615,N,20,consumption,2,Solomon Islands,EAP
LBR,2002,1.054411,N,20,consumption,2,Liberia,SSA
GNB,2002,1.056671,N,20,consumption,2,Guinea-Bissau,SSA
TGO,2002,1.067533,N,20,consumption,2,Togo,SSA
SWZ,2002,1.104223,N,20,consumption,2,Eswatini,SSA
SEN,2002,1.14845,N,20,consumption,2,Senegal,SSA
ZMB,2002,1.150715,N,20,consumption,2,Zambia,SSA
GIN,2002,1.166236,N,20,consumption,2,Guinea,SSA
CHN,2002,1.176746,A,20,consumption,2,China,EAP
CHN,2002,1.176746,R,20,consumption,2,China,EAP
UZB,2002,1.179577,N,20,consumption,2,Uzbekistan,ECA
BEN,2002,1.188354,N,20,consumption,2,Benin,SSA
ETH,2002,1.240009,N,20,consumption,2,Ethiopia,SSA
AGO,2002,1.248309,N,20,consumption,3,Angola,SSA
LCA,2002,1.298067,N,20,income,3,St. Lucia,LAC
TKM,2002,1.323778,N,20,consumption,3,Turkmenistan,ECA
NAM,2002,1.33029,N,20,consumption,3,Namibia,SSA
NPL,2002,1.357149,N,20,consumption,3,Nepal,SAS
TLS,2002,1.373632,N,20,consumption,3,Timor-Leste,EAP
ZAF,2002,1.379073,N,20,consumption,3,South Africa,SSA
IND,2002,1.404003,A,20,consumption,3,India,SAS
IND,2002,1.404003,R,20,consumption,3,India,SAS
KEN,2002,1.413408,N,20,consumption,3,Kenya,SSA
VNM,2002,1.471939,N,20,consumption,3,Vietnam,EAP
GHA,2002,1.50621,N,20,consumption,3,Ghana,SSA
BOL,2002,1.512509,N,20,income,3,Bolivia,LAC
SUR,2002,1.513187,N,20,income,3,Suriname,LAC
LAO,2002,1.533991,N,20,consumption,3,Lao People's Democratic Republic,EAP
SDN,2002,1.559947,N,20,consumption,3,Sudan,SSA
BGD,2002,1.587216,N,20,consumption,3,Bangladesh,SAS
HND,2002,1.623062,N,20,income,4,Honduras,LAC
KGZ,2002,1.664532,N,20,consumption,4,Kyrgyz Republic,ECA
PAK,2002,1.696331,N,20,consumption,4,Pakistan,SAS
CIV,2002,1.711335,N,20,consumption,4,Cote d'Ivoire,SSA
CMR,2002,1.718413,N,20,consumption,4,Cameroon,SSA
TJK,2002,1.7377609999999999,N,20,consumption,4,Tajikistan,ECA
BTN,2002,1.742868,N,20,consumption,4,Bhutan,SAS
IND,2002,1.775801,U,20,consumption,4,India,SAS
IDN,2002,1.778624,A,20,consumption,4,Indonesia,EAP
IDN,2002,1.778624,R,20,consumption,4,Indonesia,EAP
BWA,2002,1.837739,N,20,consumption,4,Botswana,SSA
VUT,2002,1.863119,N,20,consumption,4,Vanuatu,EAP
MRT,2002,1.870333,N,20,consumption,4,Mauritania,SSA
DJI,2002,1.889681,N,20,consumption,4,Djibouti,MNA
VEN,2002,2.041167,N,20,income,4,Venezuela,LAC
NIC,2002,2.051655,N,20,consumption,4,Nicaragua,LAC
MDA,2002,2.091255,N,20,consumption,4,Moldova,ECA
CPV,2002,2.10067,N,20,consumption,5,Cabo Verde,SSA
ECU,2002,2.118848,N,20,income,5,Ecuador,LAC
ARG,2002,2.179717,U,20,income,5,Argentina,LAC
PHL,2002,2.181009,N,20,consumption,5,Philippines,EAP
COM,2002,2.192659,N,20,consumption,5,Comoros,SSA
IDN,2002,2.247575,U,20,consumption,5,Indonesia,EAP
ZWE,2002,2.296707,N,20,consumption,5,Zimbabwe,SSA
ARM,2002,2.296882,N,20,consumption,5,Armenia,ECA
PER,2002,2.329601,N,20,income,5,Peru,LAC
COL,2002,2.335514,N,20,income,5,Colombia,LAC
LKA,2002,2.429616,N,20,consumption,5,Sri Lanka,SAS
KIR,2002,2.445664,N,20,consumption,5,Kiribati,EAP
MNG,2002,2.543611,N,20,consumption,5,Mongolia,EAP
SLV,2002,2.581195,N,20,income,5,El Salvador,LAC
GEO,2002,2.582285,N,20,consumption,5,Georgia,ECA
PRY,2002,2.640015,N,20,income,5,Paraguay,LAC
FSM,2002,2.800367,N,20,consumption,5,Micronesia,EAP
MDV,2002,2.838079,N,20,consumption,6,Maldives,SAS
GAB,2002,2.862548,N,20,consumption,6,Gabon,SSA
MAR,2002,2.88379,N,20,consumption,6,Morocco,MNA
GUY,2002,2.884845,N,20,income,6,Guyana,LAC
BLZ,2002,2.90481,N,20,income,6,Belize,LAC
KAZ,2002,2.915084,N,20,consumption,6,Kazakhstan,ECA
BRA,2002,2.938035,N,20,income,6,Brazil,LAC
CHN,2002,2.938349,U,20,consumption,6,China,EAP
YEM,2002,2.947595,N,20,consumption,6,Yemen,MNA
PAN,2002,2.972427,N,20,income,6,Panama,LAC
GTM,2002,2.976123,N,20,income,6,Guatemala,LAC
DZA,2002,2.984476,N,20,consumption,6,Algeria,MNA
EGY,2002,3.009856,N,20,consumption,6,Egypt,MNA
TUN,2002,3.083967,N,20,consumption,6,Tunisia,MNA
XKX,2002,3.084112,N,20,consumption,6,Kosovo,ECA
IRQ,2002,3.199845,N,20,consumption,6,Iraq,MNA
MEX,2002,3.243778,N,20,consumption,6,Mexico,LAC
ROU,2002,3.262301,N,20,consumption,7,Romania,ECA
SYR,2002,3.397453,N,20,consumption,7,Syrian Arab Republic,MNA
ALB,2002,3.622198,N,20,consumption,7,Albania,ECA
FJI,2002,3.663833,N,20,consumption,7,Fiji,EAP
TUV,2002,3.708769,N,20,consumption,7,Tuvalu,EAP
THA,2002,3.806291,N,20,consumption,7,Thailand,EAP
BLR,2002,3.877107,N,20,consumption,7,Belarus,ECA
UKR,2002,3.896051,N,20,consumption,7,Ukraine,ECA
TUR,2002,3.998893,N,20,consumption,7,Turkey,ECA
WSM,2002,4.034466,N,20,consumption,7,Samoa,EAP
DOM,2002,4.037389,N,20,income,7,Dominican Republic,LAC
JAM,2002,4.103906,N,20,consumption,7,Jamaica,LAC
PSE,2002,4.207206,N,20,consumption,7,West Bank and Gaza,MNA
JOR,2002,4.273169,N,20,consumption,7,Jordan,MNA
CHL,2002,4.33232,N,20,income,7,Chile,LAC
IRN,2002,4.429523,N,20,consumption,7,Iran,MNA
MUS,2002,4.560678,N,20,consumption,7,Mauritius,SSA
TON,2002,4.57443,N,20,consumption,8,Tonga,EAP
MKD,2002,4.815309,N,20,consumption,8,North Macedonia,ECA
RUS,2002,4.851731,N,20,consumption,8,Russian Federation,ECA
CRI,2002,5.008709,N,20,income,8,Costa Rica,LAC
MYS,2002,5.176125,N,20,income,8,Malaysia,EAP
LTU,2002,5.269851,N,20,consumption,8,Lithuania,ECA
EST,2002,5.316553,N,20,consumption,8,Estonia,ECA
BGR,2002,5.418066,N,20,consumption,8,Bulgaria,ECA
AZE,2002,5.735455,N,20,consumption,8,Azerbaijan,ECA
LVA,2002,6.220065,N,20,consumption,8,Latvia,ECA
MNE,2002,6.374463,N,20,consumption,8,Montenegro,ECA
URY,2002,6.630388,N,20,income,8,Uruguay,LAC
POL,2002,6.661518,N,20,consumption,8,Poland,ECA
TTO,2002,6.812291,N,20,income,8,Trinidad and Tobago,LAC
SRB,2002,7.20932,N,20,consumption,8,Serbia,ECA
SYC,2002,7.210684,N,20,consumption,8,Seychelles,SSA
BIH,2002,8.310321,N,20,consumption,8,Bosnia and Herzegovina,ECA
HUN,2002,8.904176,N,20,consumption,9,Hungary,ECA
SVK,2002,10.02755,N,20,income,9,Slovak Republic,ECA
LBN,2002,10.85038,N,20,consumption,9,Lebanon,MNA
ISR,2002,11.19529,N,20,income,9,Israel,OHI
HRV,2002,12.17352,N,20,consumption,9,Croatia,ECA
PRT,2002,12.57959,N,20,income,9,Portugal,OHI
CZE,2002,13.14055,N,20,income,9,Czech Republic,ECA
SVN,2002,14.12024,N,20,consumption,9,Slovenia,ECA
GRC,2002,14.38681,N,20,income,9,Greece,OHI
MLT,2002,16.74625,N,20,income,9,Malta,OHI
KOR,2002,17.57651,N,20,income,9,Korea,OHI
ESP,2002,18.26047,N,20,income,9,Spain,OHI
JPN,2002,18.67876,N,20,income,9,Japan,OHI
ITA,2002,19.07422,N,20,income,9,Italy,OHI
GBR,2002,19.22517,N,20,income,9,United Kingdom,OHI
AUS,2002,20.2054,N,20,income,9,Australia,OHI
CYP,2002,20.80081,N,20,income,9,Cyprus,OHI
IRL,2002,22.01435,N,20,income,10,Ireland,OHI
FRA,2002,22.65174,N,20,income,10,France,OHI
FIN,2002,24.37546,N,20,income,10,Finland,OHI
CAN,2002,24.68087,N,20,income,10,Canada,OHI
SWE,2002,24.81391,N,20,income,10,Sweden,OHI
TWN,2002,25.38058,N,20,income,10,,
USA,2002,26.32879,N,20,income,10,United States,OHI
ISL,2002,26.89744,N,20,income,10,Iceland,OHI
BEL,2002,27.21585,N,20,income,10,Belgium,OHI
AUT,2002,27.60502,N,20,income,10,Austria,OHI
NLD,2002,27.84753,N,20,income,10,Netherlands,OHI
DEU,2002,28.47505,N,20,income,10,Germany,OHI
DNK,2002,30.96613,N,20,income,10,Denmark,OHI
NOR,2002,30.99374,N,20,income,10,Norway,OHI
CHE,2002,33.16963,N,20,income,10,Switzerland,OHI
LUX,2002,37.71558,N,20,income,10,Luxembourg,OHI
ARE,2002,94.7912,N,20,income,10,,
SLE,2002,0.1202685,N,30,consumption,1,Sierra Leone,SSA
CAF,2002,0.294955,N,30,consumption,1,Central African Republic,SSA
COD,2002,0.3396111,N,30,consumption,1,Congo,SSA
MOZ,2002,0.5882988,N,30,consumption,1,Mozambique,SSA
BDI,2002,0.6458792,N,30,consumption,1,Burundi,SSA
NER,2002,0.6839727,N,30,consumption,1,Niger,SSA
MDG,2002,0.7011176,N,30,consumption,1,Madagascar,SSA
TZA,2002,0.7872309,N,30,consumption,1,Tanzania,SSA
HTI,2002,0.7955197,N,30,income,1,Haiti,LAC
RWA,2002,0.8466737,N,30,consumption,1,Rwanda,SSA
BFA,2002,0.90173,N,30,consumption,1,Burkina Faso,SSA
GMB,2002,0.929337,N,30,consumption,1,Gambia,SSA
TCD,2002,0.9534682,N,30,consumption,1,Chad,SSA
PNG,2002,0.9733668,N,30,consumption,1,Papua New Guinea,EAP
NGA,2002,0.9971773,N,30,consumption,1,Nigeria,SSA
MWI,2002,1.014124,N,30,consumption,1,Malawi,SSA
LSO,2002,1.025808,N,30,consumption,1,Lesotho,SSA
MMR,2002,1.092368,N,30,consumption,2,Myanmar,EAP
UGA,2002,1.110562,N,30,consumption,2,Uganda,SSA
MLI,2002,1.130664,N,30,consumption,2,Mali,SSA
COG,2002,1.133127,N,30,consumption,2,Congo,SSA
TGO,2002,1.274661,N,30,consumption,2,Togo,SSA
LBR,2002,1.27586,N,30,consumption,2,Liberia,SSA
GNB,2002,1.289556,N,30,consumption,2,Guinea-Bissau,SSA
SLB,2002,1.293517,N,30,consumption,2,Solomon Islands,EAP
SWZ,2002,1.34941,N,30,consumption,2,Eswatini,SSA
UZB,2002,1.366563,N,30,consumption,2,Uzbekistan,ECA
SEN,2002,1.379064,N,30,consumption,2,Senegal,SSA
BEN,2002,1.399473,N,30,consumption,2,Benin,SSA
GIN,2002,1.41433,N,30,consumption,2,Guinea,SSA
CHN,2002,1.417477,A,30,consumption,2,China,EAP
CHN,2002,1.417477,R,30,consumption,2,China,EAP
ETH,2002,1.437856,N,30,consumption,2,Ethiopia,SSA
ZMB,2002,1.491938,N,30,consumption,2,Zambia,SSA
IND,2002,1.590643,A,30,consumption,3,India,SAS
IND,2002,1.590643,R,30,consumption,3,India,SAS
NPL,2002,1.594308,N,30,consumption,3,Nepal,SAS
NAM,2002,1.640064,N,30,consumption,3,Namibia,SSA
TLS,2002,1.641653,N,30,consumption,3,Timor-Leste,EAP
TKM,2002,1.645557,N,30,consumption,3,Turkmenistan,ECA
LCA,2002,1.708441,N,30,income,3,St. Lucia,LAC
VNM,2002,1.722991,N,30,consumption,3,Vietnam,EAP
KEN,2002,1.756387,N,30,consumption,3,Kenya,SSA
LAO,2002,1.777268,N,30,consumption,3,Lao People's Democratic Republic,EAP
AGO,2002,1.779544,N,30,consumption,3,Angola,SSA
BGD,2002,1.806331,N,30,consumption,3,Bangladesh,SAS
ZAF,2002,1.842343,N,30,consumption,3,South Africa,SSA
GHA,2002,1.910674,N,30,consumption,3,Ghana,SSA
PAK,2002,1.915457,N,30,consumption,3,Pakistan,SAS
SDN,2002,1.925391,N,30,consumption,3,Sudan,SSA
KGZ,2002,1.933795,N,30,consumption,3,Kyrgyz Republic,ECA
IDN,2002,1.984753,A,30,consumption,4,Indonesia,EAP
IDN,2002,1.984753,R,30,consumption,4,Indonesia,EAP
TJK,2002,2.025411,N,30,consumption,4,Tajikistan,ECA
CMR,2002,2.065747,N,30,consumption,4,Cameroon,SSA
IND,2002,2.072009,U,30,consumption,4,India,SAS
CIV,2002,2.084478,N,30,consumption,4,Cote d'Ivoire,SSA
BTN,2002,2.107539,N,30,consumption,4,Bhutan,SAS
VUT,2002,2.270709,N,30,consumption,4,Vanuatu,EAP
MRT,2002,2.333735,N,30,consumption,4,Mauritania,SSA
HND,2002,2.33391,N,30,income,4,Honduras,LAC
DJI,2002,2.349224,N,30,consumption,4,Djibouti,MNA
SUR,2002,2.379541,N,30,income,4,Suriname,LAC
BOL,2002,2.395169,N,30,income,4,Bolivia,LAC
BWA,2002,2.463139,N,30,consumption,4,Botswana,SSA
MDA,2002,2.547227,N,30,consumption,4,Moldova,ECA
IDN,2002,2.584007,U,30,consumption,4,Indonesia,EAP
NIC,2002,2.594646,N,30,consumption,4,Nicaragua,LAC
PHL,2002,2.601159,N,30,consumption,5,Philippines,EAP
ARM,2002,2.689939,N,30,consumption,5,Armenia,ECA
CPV,2002,2.690449,N,30,consumption,5,Cabo Verde,SSA
COM,2002,2.757891,N,30,consumption,5,Comoros,SSA
ZWE,2002,2.865264,N,30,consumption,5,Zimbabwe,SSA
LKA,2002,2.871828,N,30,consumption,5,Sri Lanka,SAS
ECU,2002,2.896379,N,30,income,5,Ecuador,LAC
VEN,2002,2.91676,N,30,income,5,Venezuela,LAC
KIR,2002,3.016474,N,30,consumption,5,Kiribati,EAP
MNG,2002,3.07139,N,30,consumption,5,Mongolia,EAP
COL,2002,3.140499,N,30,income,5,Colombia,LAC
ARG,2002,3.162537,U,30,income,5,Argentina,LAC
GEO,2002,3.205081,N,30,consumption,5,Georgia,ECA
PER,2002,3.221611,N,30,income,5,Peru,LAC
MDV,2002,3.240261,N,30,consumption,5,Maldives,SAS
EGY,2002,3.429271,N,30,consumption,5,Egypt,MNA
MAR,2002,3.443942,N,30,consumption,5,Morocco,MNA
FSM,2002,3.478187,N,30,consumption,6,Micronesia,EAP
KAZ,2002,3.498433,N,30,consumption,6,Kazakhstan,ECA
CHN,2002,3.513269,U,30,consumption,6,China,EAP
GAB,2002,3.548455,N,30,consumption,6,Gabon,SSA
XKX,2002,3.54965,N,30,consumption,6,Kosovo,ECA
YEM,2002,3.578649,N,30,consumption,6,Yemen,MNA
PRY,2002,3.596113,N,30,income,6,Paraguay,LAC
SLV,2002,3.599342,N,30,income,6,El Salvador,LAC
DZA,2002,3.684052,N,30,consumption,6,Algeria,MNA
IRQ,2002,3.700007,N,30,consumption,6,Iraq,MNA
GUY,2002,3.860295,N,30,income,6,Guyana,LAC
TUN,2002,3.866956,N,30,consumption,6,Tunisia,MNA
ROU,2002,3.910033,N,30,consumption,6,Romania,ECA
BLZ,2002,3.971968,N,30,income,6,Belize,LAC
SYR,2002,3.98877,N,30,consumption,6,Syrian Arab Republic,MNA
GTM,2002,3.992485,N,30,income,6,Guatemala,LAC
BRA,2002,4.108868,N,30,income,6,Brazil,LAC
MEX,2002,4.145423,N,30,consumption,7,Mexico,LAC
ALB,2002,4.220579,N,30,consumption,7,Albania,ECA
PAN,2002,4.35822,N,30,income,7,Panama,LAC
FJI,2002,4.451507,N,30,consumption,7,Fiji,EAP
UKR,2002,4.580855,N,30,consumption,7,Ukraine,ECA
TUV,2002,4.593404,N,30,consumption,7,Tuvalu,EAP
THA,2002,4.636229,N,30,consumption,7,Thailand,EAP
BLR,2002,4.644257,N,30,consumption,7,Belarus,ECA
PSE,2002,4.961649,N,30,consumption,7,West Bank and Gaza,MNA
WSM,2002,4.962508,N,30,consumption,7,Samoa,EAP
JOR,2002,5.077666,N,30,consumption,7,Jordan,MNA
TUR,2002,5.098015,N,30,consumption,7,Turkey,ECA
JAM,2002,5.099773,N,30,consumption,7,Jamaica,LAC
MUS,2002,5.37677,N,30,consumption,7,Mauritius,SSA
DOM,2002,5.434599,N,30,income,7,Dominican Republic,LAC
CHL,2002,5.561217,N,30,income,7,Chile,LAC
IRN,2002,5.721056,N,30,consumption,7,Iran,MNA
TON,2002,5.783751,N,30,consumption,8,Tonga,EAP
RUS,2002,5.897395,N,30,consumption,8,Russian Federation,ECA
MKD,2002,5.995579,N,30,consumption,8,North Macedonia,ECA
AZE,2002,6.349205,N,30,consumption,8,Azerbaijan,ECA
LTU,2002,6.353734,N,30,consumption,8,Lithuania,ECA
EST,2002,6.528108,N,30,consumption,8,Estonia,ECA
CRI,2002,6.547465,N,30,income,8,Costa Rica,LAC
BGR,2002,6.679312,N,30,consumption,8,Bulgaria,ECA
MYS,2002,6.801885,N,30,income,8,Malaysia,EAP
MNE,2002,7.296005,N,30,consumption,8,Montenegro,ECA
LVA,2002,7.53382,N,30,consumption,8,Latvia,ECA
POL,2002,7.952816,N,30,consumption,8,Poland,ECA
SRB,2002,8.564282,N,30,consumption,8,Serbia,ECA
URY,2002,8.575718,N,30,income,8,Uruguay,LAC
TTO,2002,8.812683,N,30,income,8,Trinidad and Tobago,LAC
SYC,2002,9.046809,N,30,consumption,8,Seychelles,SSA
BIH,2002,9.660825,N,30,consumption,8,Bosnia and Herzegovina,ECA
HUN,2002,10.30164,N,30,consumption,9,Hungary,ECA
SVK,2002,11.8106,N,30,income,9,Slovak Republic,ECA
LBN,2002,12.79478,N,30,consumption,9,Lebanon,MNA
ISR,2002,14.19194,N,30,income,9,Israel,OHI
HRV,2002,14.45449,N,30,consumption,9,Croatia,ECA
PRT,2002,15.09118,N,30,income,9,Portugal,OHI
CZE,2002,15.6847,N,30,income,9,Czech Republic,ECA
SVN,2002,16.51318,N,30,consumption,9,Slovenia,ECA
GRC,2002,17.7769,N,30,income,9,Greece,OHI
MLT,2002,20.08762,N,30,income,9,Malta,OHI
KOR,2002,21.44074,N,30,income,9,Korea,OHI
ESP,2002,22.24525,N,30,income,9,Spain,OHI
JPN,2002,23.59801,N,30,income,9,Japan,OHI
GBR,2002,23.63997,N,30,income,9,United Kingdom,OHI
AUS,2002,23.71256,N,30,income,9,Australia,OHI
ITA,2002,23.98976,N,30,income,9,Italy,OHI
CYP,2002,24.06155,N,30,income,9,Cyprus,OHI
IRL,2002,26.21167,N,30,income,10,Ireland,OHI
FRA,2002,27.07496,N,30,income,10,France,OHI
FIN,2002,28.07071,N,30,income,10,Finland,OHI
SWE,2002,28.68284,N,30,income,10,Sweden,OHI
TWN,2002,29.76847,N,30,income,10,,
CAN,2002,30.05991,N,30,income,10,Canada,OHI
ISL,2002,30.54543,N,30,income,10,Iceland,OHI
BEL,2002,31.28872,N,30,income,10,Belgium,OHI
AUT,2002,32.1646,N,30,income,10,Austria,OHI
NLD,2002,32.30537,N,30,income,10,Netherlands,OHI
DEU,2002,32.83938,N,30,income,10,Germany,OHI
USA,2002,33.58879,N,30,income,10,United States,OHI
DNK,2002,34.9476,N,30,income,10,Denmark,OHI
NOR,2002,34.9724,N,30,income,10,Norway,OHI
CHE,2002,39.10783,N,30,income,10,Switzerland,OHI
LUX,2002,43.87161,N,30,income,10,Luxembourg,OHI
ARE,2002,124.2552,N,30,income,10,,
SLE,2002,0.3130104,N,40,consumption,1,Sierra Leone,SSA
COD,2002,0.4074741,N,40,consumption,1,Congo,SSA
CAF,2002,0.4151627,N,40,consumption,1,Central African Republic,SSA
MOZ,2002,0.716871,N,40,consumption,1,Mozambique,SSA
BDI,2002,0.7702138,N,40,consumption,1,Burundi,SSA
NER,2002,0.8071696,N,40,consumption,1,Niger,SSA
MDG,2002,0.8385054,N,40,consumption,1,Madagascar,SSA
TZA,2002,0.9255974,N,40,consumption,1,Tanzania,SSA
RWA,2002,1.013184,N,40,consumption,1,Rwanda,SSA
HTI,2002,1.042509,N,40,income,1,Haiti,LAC
BFA,2002,1.068912,N,40,consumption,1,Burkina Faso,SSA
GMB,2002,1.117875,N,40,consumption,1,Gambia,SSA
TCD,2002,1.126701,N,40,consumption,1,Chad,SSA
MWI,2002,1.174514,N,40,consumption,1,Malawi,SSA
PNG,2002,1.229464,N,40,consumption,1,Papua New Guinea,EAP
MMR,2002,1.247877,N,40,consumption,1,Myanmar,EAP
NGA,2002,1.249829,N,40,consumption,1,Nigeria,SSA
UGA,2002,1.308972,N,40,consumption,2,Uganda,SSA
COG,2002,1.370277,N,40,consumption,2,Congo,SSA
MLI,2002,1.374422,N,40,consumption,2,Mali,SSA
LSO,2002,1.481022,N,40,consumption,2,Lesotho,SSA
GNB,2002,1.482839,N,40,consumption,2,Guinea-Bissau,SSA
LBR,2002,1.508568,N,40,consumption,2,Liberia,SSA
TGO,2002,1.537607,N,40,consumption,2,Togo,SSA
UZB,2002,1.550613,N,40,consumption,2,Uzbekistan,ECA
SLB,2002,1.559686,N,40,consumption,2,Solomon Islands,EAP
SEN,2002,1.613294,N,40,consumption,2,Senegal,SSA
ETH,2002,1.618697,N,40,consumption,2,Ethiopia,SSA
SWZ,2002,1.629887,N,40,consumption,2,Eswatini,SSA
BEN,2002,1.639752,N,40,consumption,2,Benin,SSA
CHN,2002,1.669027,A,40,consumption,2,China,EAP
CHN,2002,1.669027,R,40,consumption,2,China,EAP
GIN,2002,1.780506,N,40,consumption,2,Guinea,SSA
IND,2002,1.784009,A,40,consumption,2,India,SAS
IND,2002,1.784009,R,40,consumption,3,India,SAS
NPL,2002,1.812502,N,40,consumption,3,Nepal,SAS
ZMB,2002,1.871863,N,40,consumption,3,Zambia,SSA
TLS,2002,1.921079,N,40,consumption,3,Timor-Leste,EAP
VNM,2002,1.975438,N,40,consumption,3,Vietnam,EAP
TKM,2002,1.992853,N,40,consumption,3,Turkmenistan,ECA
NAM,2002,1.998242,N,40,consumption,3,Namibia,SSA
LAO,2002,2.026608,N,40,consumption,3,Lao People's Democratic Republic,EAP
BGD,2002,2.054447,N,40,consumption,3,Bangladesh,SAS
LCA,2002,2.112701,N,40,income,3,St. Lucia,LAC
KEN,2002,2.142989,N,40,consumption,3,Kenya,SSA
PAK,2002,2.144221,N,40,consumption,3,Pakistan,SAS
KGZ,2002,2.185843,N,40,consumption,3,Kyrgyz Republic,ECA
IDN,2002,2.204508,A,40,consumption,3,Indonesia,EAP
IDN,2002,2.204508,R,40,consumption,3,Indonesia,EAP
AGO,2002,2.262448,N,40,consumption,3,Angola,SSA
SDN,2002,2.289388,N,40,consumption,3,Sudan,SSA
GHA,2002,2.335556,N,40,consumption,4,Ghana,SSA
TJK,2002,2.340869,N,40,consumption,4,Tajikistan,ECA
CIV,2002,2.383298,N,40,consumption,4,Cote d'Ivoire,SSA
IND,2002,2.389302,U,40,consumption,4,India,SAS
ZAF,2002,2.439265,N,40,consumption,4,South Africa,SSA
CMR,2002,2.487446,N,40,consumption,4,Cameroon,SSA
BTN,2002,2.509397,N,40,consumption,4,Bhutan,SAS
VUT,2002,2.706109,N,40,consumption,4,Vanuatu,EAP
MRT,2002,2.815206,N,40,consumption,4,Mauritania,SSA
DJI,2002,2.821831,N,40,consumption,4,Djibouti,MNA
IDN,2002,2.969447,U,40,consumption,4,Indonesia,EAP
SUR,2002,2.972652,N,40,income,4,Suriname,LAC
